Algorithm;Dmin;Dmax;Cost;Time;Dimension;Density;File;
OneSideDimByDim;1;30;248481899;3.4826e-05;30;38.8295;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_3_cos_like.txt
SplitsDimByDim;1;3;10025610155;0.0674563;30;38.9545;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_2_cos_like.txt
ConvexSplits;1;30;210138852;1.73859;30;38.9545;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_2_cos_like.txt
OneSideDimByDim;1;30;210138874;4.0362e-05;30;38.9545;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_2_cos_like.txt
SplitsDimByDim;1;3;9057987444;0.0678674;30;38.9091;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_1_cos_like.txt
ConvexSplits;1;30;190853433;1.75998;30;38.9091;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_1_cos_like.txt
OneSideDimByDim;1;30;190853477;3.7646e-05;30;38.9091;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_1_cos_like.txt
SplitsDimByDim;1;3;9444404329;0.0675312;30;37.9545;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_0_cos_like.txt
ConvexSplits;1;30;187836171;1.69552;30;37.9545;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_0_cos_like.txt
OneSideDimByDim;1;30;187836247;3.4818e-05;30;37.9545;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_0_cos_like.txt
SplitsDimByDim;1;3;10314131292;0.0930045;40;38.0339;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_0_cos_like.txt
ConvexSplits;1;40;217345490;10.0536;40;38.0339;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_0_cos_like.txt
OneSideDimByDim;1;40;217345555;6.1263e-05;40;38.0339;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_0_cos_like.txt
SplitsDimByDim;1;3;12185305022;0.0934467;40;38.6949;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_1_cos_like.txt
ConvexSplits;1;40;258152285;10.3661;40;38.6949;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_1_cos_like.txt
OneSideDimByDim;1;40;258154705;6.126e-05;40;38.6949;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_1_cos_like.txt
SplitsDimByDim;1;3;14991007446;0.0908268;40;38.9322;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_2_cos_like.txt
ConvexSplits;1;40;296917163;10.2758;40;38.9322;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_2_cos_like.txt
OneSideDimByDim;1;40;296917181;6.1484e-05;40;38.9322;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_2_cos_like.txt
SplitsDimByDim;1;3;12037258116;0.110486;40;38.4746;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_3_cos_like.txt
ConvexSplits;1;40;246221207;10.3795;40;38.4746;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_3_cos_like.txt
OneSideDimByDim;1;40;246221231;6.3256e-05;40;38.4746;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_3_cos_like.txt
SplitsDimByDim;1;3;12368664647;0.0926459;40;37.8983;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_4_cos_like.txt
ConvexSplits;1;40;238794380;10.0806;40;37.8983;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_4_cos_like.txt
OneSideDimByDim;1;40;238794428;6.6223e-05;40;37.8983;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_40_4_cos_like.txt
SplitsDimByDim;1;3;19133268723;0.120227;50;38.6622;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_0_cos_like.txt
ConvexSplits;1;50;374520566;37.4372;50;38.6622;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_0_cos_like.txt
OneSideDimByDim;1;50;374520586;0.000113165;50;38.6622;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_0_cos_like.txt
SplitsDimByDim;1;3;14673732798;0.12103;50;37.8919;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_1_cos_like.txt
ConvexSplits;1;50;286443803;37.9086;50;37.8919;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_1_cos_like.txt
OneSideDimByDim;1;50;286443809;9.4301e-05;50;37.8919;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_50_1_cos_like.txt
